Exited,PointEarned,Attrition_Status
1,654,Attrited
0,729,Retained
0,355,Retained
0,405,Retained
0,406,Retained
0,359,Retained
0,794,Retained
0,937,Retained
0,472,Retained
1,508,Attrited
1,930,Attrited
0,792,Retained
0,799,Retained
0,391,Retained
0,389,Retained
0,940,Retained
0,889,Retained
0,411,Retained
0,294,Retained
0,249,Retained
1,780,Attrited
0,613,Retained
1,974,Attrited
0,789,Retained
0,238,Retained
0,801,Retained
0,458,Retained
0,764,Retained
0,956,Retained
1,814,Attrited
0,478,Retained
0,682,Retained
1,915,Attrited
0,831,Retained
1,810,Attrited
0,838,Retained
0,752,Retained
0,922,Retained
1,350,Attrited
0,734,Retained
0,942,Retained
0,607,Retained
0,981,Retained
0,409,Retained
0,970,Retained
0,644,Retained
0,981,Retained
0,722,Retained
0,903,Retained
0,583,Retained
0,521,Retained
0,311,Retained
0,835,Retained
0,916,Retained
0,323,Retained
0,736,Retained
0,675,Retained
0,898,Retained
0,795,Retained
0,289,Retained
0,483,Retained
0,885,Retained
1,525,Attrited
0,388,Retained
0,423,Retained
0,321,Retained
0,413,Retained
0,461,Retained
0,350,Retained
0,802,Retained
0,901,Retained
0,458,Retained
1,792,Attrited
0,713,Retained
0,791,Retained
0,415,Retained
0,969,Retained
1,839,Attrited
0,918,Retained
0,903,Retained
1,699,Attrited
0,846,Retained
1,526,Attrited
0,604,Retained
0,984,Retained
0,259,Retained
0,709,Retained
0,445,Retained
0,500,Retained
0,685,Retained
0,475,Retained
0,739,Retained
0,455,Retained
0,885,Retained
0,858,Retained
0,580,Retained
0,308,Retained
1,793,Attrited
0,989,Retained
0,936,Retained
0,372,Retained
0,520,Retained
0,440,Retained
0,433,Retained
0,364,Retained
0,942,Retained
0,392,Retained
1,862,Attrited
0,449,Retained
1,970,Attrited
1,938,Attrited
0,550,Retained
0,898,Retained
0,909,Retained
0,480,Retained
1,923,Attrited
0,781,Retained
0,975,Retained
0,832,Retained
0,351,Retained
0,994,Retained
0,955,Retained
0,253,Retained
0,298,Retained
0,806,Retained
0,656,Retained
1,799,Attrited
1,486,Attrited
1,489,Attrited
1,407,Attrited
1,430,Attrited
0,225,Retained
0,631,Retained
0,945,Retained
0,544,Retained
0,827,Retained
0,382,Retained
1,535,Attrited
1,834,Attrited
0,784,Retained
0,714,Retained
0,577,Retained
0,532,Retained
0,784,Retained
1,703,Attrited
0,456,Retained
0,527,Retained
0,580,Retained
0,730,Retained
0,983,Retained
1,982,Attrited
1,239,Attrited
0,374,Retained
0,672,Retained
0,889,Retained
0,634,Retained
0,675,Retained
0,228,Retained
0,464,Retained
1,471,Attrited
0,563,Retained
0,885,Retained
0,408,Retained
0,569,Retained
1,870,Attrited
0,485,Retained
1,889,Attrited
1,282,Attrited
0,250,Retained
0,650,Retained
0,919,Retained
0,435,Retained
0,530,Retained
1,788,Attrited
0,840,Retained
1,683,Attrited
0,575,Retained
0,898,Retained
0,514,Retained
0,270,Retained
1,676,Attrited
0,456,Retained
0,399,Retained
0,276,Retained
0,327,Retained
1,414,Attrited
0,313,Retained
0,649,Retained
0,876,Retained
0,994,Retained
0,546,Retained
1,245,Attrited
1,740,Attrited
0,533,Retained
0,710,Retained
0,853,Retained
0,425,Retained
0,342,Retained
0,730,Retained
0,505,Retained
0,476,Retained
1,675,Attrited
1,921,Attrited
0,395,Retained
0,364,Retained
1,483,Attrited
0,970,Retained
0,923,Retained
0,509,Retained
1,471,Attrited
0,398,Retained
0,250,Retained
0,700,Retained
0,633,Retained
0,855,Retained
0,976,Retained
0,845,Retained
0,351,Retained
0,383,Retained
0,937,Retained
1,703,Attrited
1,521,Attrited
0,722,Retained
0,904,Retained
0,725,Retained
0,310,Retained
1,372,Attrited
0,913,Retained
0,294,Retained
0,625,Retained
0,956,Retained
1,746,Attrited
1,693,Attrited
1,338,Attrited
1,726,Attrited
0,821,Retained
0,639,Retained
0,809,Retained
0,284,Retained
0,754,Retained
0,780,Retained
0,664,Retained
1,373,Attrited
1,945,Attrited
0,684,Retained
1,523,Attrited
0,476,Retained
0,596,Retained
1,653,Attrited
0,702,Retained
0,718,Retained
1,674,Attrited
0,634,Retained
0,850,Retained
1,653,Attrited
0,898,Retained
0,449,Retained
0,959,Retained
1,853,Attrited
0,344,Retained
0,457,Retained
0,229,Retained
0,458,Retained
1,424,Attrited
1,650,Attrited
1,826,Attrited
1,942,Attrited
0,926,Retained
0,928,Retained
0,437,Retained
0,784,Retained
0,973,Retained
0,836,Retained
0,915,Retained
0,456,Retained
0,863,Retained
0,295,Retained
0,680,Retained
0,623,Retained
0,979,Retained
1,233,Attrited
1,912,Attrited
0,408,Retained
1,222,Attrited
0,464,Retained
1,678,Attrited
0,533,Retained
1,546,Attrited
0,827,Retained
0,879,Retained
0,249,Retained
0,646,Retained
0,522,Retained
1,560,Attrited
0,899,Retained
0,418,Retained
0,584,Retained
0,652,Retained
0,851,Retained
0,603,Retained
0,887,Retained
0,670,Retained
0,722,Retained
0,478,Retained
0,750,Retained
0,297,Retained
0,718,Retained
1,700,Attrited
0,393,Retained
0,970,Retained
0,495,Retained
0,237,Retained
0,824,Retained
0,836,Retained
1,823,Attrited
0,739,Retained
0,359,Retained
0,492,Retained
0,934,Retained
1,567,Attrited
0,934,Retained
0,783,Retained
0,662,Retained
0,412,Retained
0,936,Retained
0,626,Retained
0,267,Retained
0,220,Retained
0,392,Retained
0,522,Retained
0,558,Retained
0,469,Retained
0,683,Retained
0,932,Retained
0,798,Retained
1,834,Attrited
0,275,Retained
1,333,Attrited
0,499,Retained
0,903,Retained
0,465,Retained
0,320,Retained
0,860,Retained
1,818,Attrited
0,940,Retained
0,416,Retained
0,473,Retained
1,351,Attrited
0,327,Retained
0,929,Retained
1,885,Attrited
0,413,Retained
0,995,Retained
0,613,Retained
0,761,Retained
0,800,Retained
0,349,Retained
0,385,Retained
0,688,Retained
0,343,Retained
0,936,Retained
0,814,Retained
0,409,Retained
0,235,Retained
0,823,Retained
0,779,Retained
1,906,Attrited
0,322,Retained
0,615,Retained
0,694,Retained
0,299,Retained
1,829,Attrited
0,467,Retained
0,600,Retained
0,413,Retained
0,762,Retained
1,951,Attrited
0,393,Retained
0,235,Retained
1,741,Attrited
0,533,Retained
0,958,Retained
0,445,Retained
0,677,Retained
0,913,Retained
0,975,Retained
1,635,Attrited
0,744,Retained
0,844,Retained
1,609,Attrited
0,383,Retained
0,615,Retained
0,707,Retained
0,798,Retained
0,521,Retained
0,499,Retained
0,498,Retained
0,407,Retained
0,306,Retained
0,709,Retained
0,850,Retained
0,967,Retained
1,646,Attrited
0,361,Retained
0,297,Retained
1,914,Attrited
0,225,Retained
0,582,Retained
0,304,Retained
1,537,Attrited
0,805,Retained
0,710,Retained
0,507,Retained
0,887,Retained
1,564,Attrited
0,309,Retained
0,335,Retained
0,518,Retained
0,811,Retained
0,223,Retained
0,242,Retained
0,650,Retained
0,922,Retained
0,820,Retained
0,861,Retained
0,613,Retained
0,685,Retained
0,296,Retained
0,780,Retained
0,694,Retained
1,984,Attrited
0,306,Retained
0,661,Retained
0,270,Retained
0,293,Retained
1,394,Attrited
0,882,Retained
1,944,Attrited
0,290,Retained
0,487,Retained
0,1000,Retained
0,904,Retained
1,309,Attrited
0,703,Retained
0,408,Retained
0,225,Retained
0,485,Retained
0,902,Retained
0,981,Retained
0,630,Retained
0,253,Retained
0,313,Retained
0,956,Retained
1,439,Attrited
1,328,Attrited
0,258,Retained
1,503,Attrited
0,828,Retained
0,914,Retained
0,423,Retained
0,574,Retained
0,922,Retained
0,917,Retained
0,991,Retained
0,716,Retained
1,529,Attrited
1,888,Attrited
0,244,Retained
0,479,Retained
0,916,Retained
0,409,Retained
1,842,Attrited
0,938,Retained
0,878,Retained
0,467,Retained
0,788,Retained
0,408,Retained
0,796,Retained
0,941,Retained
0,297,Retained
0,622,Retained
0,402,Retained
0,427,Retained
0,864,Retained
1,267,Attrited
0,490,Retained
0,234,Retained
0,600,Retained
1,488,Attrited
0,618,Retained
0,381,Retained
1,601,Attrited
0,569,Retained
0,336,Retained
1,546,Attrited
0,568,Retained
0,890,Retained
0,971,Retained
0,493,Retained
0,538,Retained
0,520,Retained
1,931,Attrited
0,532,Retained
0,938,Retained
0,998,Retained
0,777,Retained
0,431,Retained
0,299,Retained
0,747,Retained
0,669,Retained
0,617,Retained
0,387,Retained
1,560,Attrited
0,894,Retained
0,681,Retained
0,741,Retained
0,592,Retained
0,757,Retained
0,378,Retained
0,323,Retained
0,727,Retained
0,839,Retained
0,810,Retained
0,923,Retained
0,849,Retained
0,748,Retained
0,651,Retained
1,354,Attrited
0,544,Retained
0,844,Retained
0,376,Retained
0,812,Retained
0,278,Retained
0,606,Retained
0,380,Retained
1,355,Attrited
0,960,Retained
0,480,Retained
1,906,Attrited
0,503,Retained
1,758,Attrited
1,416,Attrited
0,863,Retained
0,694,Retained
0,274,Retained
0,789,Retained
0,312,Retained
0,728,Retained
0,410,Retained
0,865,Retained
1,703,Attrited
0,769,Retained
0,333,Retained
1,717,Attrited
1,325,Attrited
0,269,Retained
0,893,Retained
0,566,Retained
0,834,Retained
1,915,Attrited
0,242,Retained
1,359,Attrited
0,923,Retained
1,967,Attrited
0,231,Retained
0,418,Retained
0,538,Retained
0,775,Retained
0,883,Retained
0,463,Retained
0,392,Retained
0,240,Retained
0,748,Retained
0,864,Retained
0,544,Retained
1,878,Attrited
0,574,Retained
0,367,Retained
1,613,Attrited
0,906,Retained
1,555,Attrited
1,896,Attrited
0,421,Retained
0,485,Retained
0,761,Retained
0,456,Retained
0,790,Retained
0,546,Retained
0,567,Retained
0,223,Retained
0,890,Retained
0,321,Retained
0,709,Retained
0,614,Retained
0,353,Retained
1,408,Attrited
1,583,Attrited
0,377,Retained
0,608,Retained
1,854,Attrited
0,307,Retained
0,672,Retained
0,746,Retained
0,947,Retained
0,631,Retained
0,899,Retained
0,757,Retained
1,959,Attrited
0,677,Retained
0,565,Retained
0,315,Retained
0,299,Retained
0,661,Retained
0,472,Retained
0,890,Retained
0,322,Retained
1,594,Attrited
0,628,Retained
0,257,Retained
0,310,Retained
0,401,Retained
0,984,Retained
1,785,Attrited
0,629,Retained
0,488,Retained
0,281,Retained
1,624,Attrited
0,879,Retained
1,502,Attrited
0,569,Retained
0,762,Retained
0,557,Retained
0,348,Retained
0,978,Retained
0,567,Retained
0,663,Retained
0,503,Retained
1,748,Attrited
0,537,Retained
0,608,Retained
0,601,Retained
0,648,Retained
0,522,Retained
0,653,Retained
0,807,Retained
1,965,Attrited
0,323,Retained
0,784,Retained
0,873,Retained
0,696,Retained
0,404,Retained
0,554,Retained
0,300,Retained
1,356,Attrited
0,720,Retained
0,517,Retained
0,681,Retained
0,336,Retained
0,480,Retained
0,691,Retained
0,605,Retained
0,280,Retained
0,451,Retained
0,945,Retained
0,392,Retained
0,678,Retained
0,525,Retained
0,487,Retained
0,961,Retained
0,401,Retained
0,468,Retained
1,246,Attrited
0,923,Retained
0,606,Retained
1,455,Attrited
0,820,Retained
0,498,Retained
0,565,Retained
0,666,Retained
0,821,Retained
0,933,Retained
0,394,Retained
0,309,Retained
1,600,Attrited
1,908,Attrited
0,766,Retained
1,883,Attrited
0,814,Retained
0,490,Retained
0,860,Retained
0,958,Retained
0,957,Retained
0,388,Retained
0,304,Retained
1,375,Attrited
0,259,Retained
1,290,Attrited
0,234,Retained
0,708,Retained
1,240,Attrited
0,942,Retained
0,962,Retained
0,362,Retained
1,969,Attrited
0,818,Retained
0,621,Retained
0,524,Retained
0,264,Retained
0,444,Retained
0,299,Retained
0,458,Retained
0,682,Retained
0,680,Retained
0,962,Retained
0,986,Retained
0,559,Retained
1,499,Attrited
0,565,Retained
1,518,Attrited
1,244,Attrited
1,271,Attrited
0,831,Retained
0,441,Retained
0,277,Retained
0,450,Retained
0,369,Retained
1,476,Attrited
0,772,Retained
1,891,Attrited
1,442,Attrited
0,922,Retained
0,812,Retained
0,576,Retained
1,612,Attrited
0,373,Retained
0,954,Retained
1,850,Attrited
0,516,Retained
0,627,Retained
0,748,Retained
0,273,Retained
0,321,Retained
1,296,Attrited
0,464,Retained
0,434,Retained
0,357,Retained
0,334,Retained
0,370,Retained
1,791,Attrited
0,848,Retained
1,660,Attrited
0,264,Retained
1,709,Attrited
1,539,Attrited
0,932,Retained
0,549,Retained
0,876,Retained
0,819,Retained
0,667,Retained
0,282,Retained
0,900,Retained
1,415,Attrited
0,875,Retained
0,961,Retained
0,249,Retained
0,839,Retained
1,765,Attrited
0,653,Retained
1,324,Attrited
0,270,Retained
0,973,Retained
0,368,Retained
0,316,Retained
0,582,Retained
0,459,Retained
0,561,Retained
0,542,Retained
1,443,Attrited
0,850,Retained
0,925,Retained
0,241,Retained
0,762,Retained
1,290,Attrited
1,493,Attrited
0,759,Retained
0,813,Retained
0,980,Retained
0,885,Retained
0,653,Retained
0,378,Retained
0,865,Retained
0,607,Retained
0,815,Retained
0,825,Retained
0,541,Retained
0,484,Retained
0,727,Retained
0,400,Retained
1,762,Attrited
1,322,Attrited
0,248,Retained
0,645,Retained
0,789,Retained
1,968,Attrited
0,467,Retained
0,953,Retained
0,409,Retained
0,843,Retained
0,501,Retained
0,662,Retained
1,694,Attrited
0,846,Retained
0,778,Retained
0,589,Retained
0,503,Retained
0,698,Retained
0,661,Retained
1,902,Attrited
1,702,Attrited
0,474,Retained
0,727,Retained
1,327,Attrited
1,839,Attrited
0,594,Retained
0,221,Retained
0,342,Retained
1,806,Attrited
0,522,Retained
1,399,Attrited
0,843,Retained
0,322,Retained
1,728,Attrited
0,814,Retained
0,348,Retained
0,491,Retained
1,618,Attrited
0,955,Retained
1,547,Attrited
0,971,Retained
0,492,Retained
0,910,Retained
0,452,Retained
0,409,Retained
0,852,Retained
1,696,Attrited
1,597,Attrited
0,453,Retained
1,523,Attrited
0,326,Retained
0,357,Retained
1,756,Attrited
0,879,Retained
0,693,Retained
0,656,Retained
0,282,Retained
1,675,Attrited
0,630,Retained
1,799,Attrited
0,931,Retained
0,620,Retained
0,399,Retained
0,981,Retained
0,890,Retained
0,486,Retained
0,761,Retained
0,752,Retained
0,311,Retained
1,416,Attrited
0,391,Retained
0,744,Retained
0,371,Retained
1,958,Attrited
0,701,Retained
0,972,Retained
0,339,Retained
0,689,Retained
0,760,Retained
0,299,Retained
0,321,Retained
0,527,Retained
0,660,Retained
1,277,Attrited
0,784,Retained
0,288,Retained
1,682,Attrited
0,428,Retained
0,875,Retained
0,867,Retained
0,972,Retained
0,722,Retained
0,650,Retained
0,442,Retained
0,670,Retained
0,266,Retained
0,503,Retained
1,878,Attrited
1,807,Attrited
0,916,Retained
0,881,Retained
0,882,Retained
0,493,Retained
0,383,Retained
0,378,Retained
0,900,Retained
0,780,Retained
0,795,Retained
1,796,Attrited
0,656,Retained
0,926,Retained
1,415,Attrited
0,306,Retained
0,493,Retained
0,740,Retained
0,871,Retained
0,761,Retained
0,364,Retained
0,429,Retained
1,296,Attrited
1,595,Attrited
0,717,Retained
0,642,Retained
0,747,Retained
0,414,Retained
1,951,Attrited
1,275,Attrited
0,675,Retained
0,318,Retained
0,977,Retained
0,288,Retained
0,959,Retained
0,419,Retained
0,720,Retained
0,521,Retained
0,734,Retained
0,545,Retained
0,221,Retained
0,805,Retained
0,518,Retained
0,363,Retained
0,784,Retained
0,623,Retained
0,952,Retained
0,238,Retained
0,552,Retained
0,576,Retained
0,407,Retained
0,799,Retained
0,821,Retained
0,785,Retained
1,350,Attrited
0,787,Retained
0,928,Retained
0,790,Retained
1,239,Attrited
0,682,Retained
1,902,Attrited
1,491,Attrited
0,685,Retained
0,867,Retained
0,407,Retained
1,958,Attrited
0,553,Retained
0,256,Retained
0,299,Retained
0,221,Retained
0,391,Retained
0,275,Retained
0,429,Retained
0,368,Retained
0,372,Retained
0,985,Retained
0,261,Retained
0,700,Retained
0,514,Retained
0,718,Retained
1,674,Attrited
1,589,Attrited
0,414,Retained
1,748,Attrited
0,759,Retained
1,647,Attrited
0,316,Retained
1,567,Attrited
0,220,Retained
0,918,Retained
0,781,Retained
0,271,Retained
0,799,Retained
0,358,Retained
0,728,Retained
0,224,Retained
0,720,Retained
1,232,Attrited
0,307,Retained
1,401,Attrited
0,935,Retained
1,775,Attrited
0,285,Retained
0,315,Retained
1,760,Attrited
0,933,Retained
0,414,Retained
0,811,Retained
0,895,Retained
1,877,Attrited
0,568,Retained
0,883,Retained
0,747,Retained
0,867,Retained
1,396,Attrited
0,910,Retained
0,871,Retained
0,272,Retained
0,614,Retained
0,861,Retained
0,776,Retained
0,609,Retained
1,716,Attrited
0,927,Retained
0,925,Retained
0,354,Retained
0,292,Retained
0,428,Retained
0,521,Retained
0,593,Retained
0,506,Retained
1,295,Attrited
0,565,Retained
0,910,Retained
0,248,Retained
0,525,Retained
0,610,Retained
1,673,Attrited
1,498,Attrited
0,590,Retained
0,712,Retained
0,827,Retained
0,644,Retained
0,974,Retained
0,695,Retained
0,516,Retained
0,298,Retained
0,516,Retained
0,883,Retained
0,596,Retained
1,658,Attrited
0,550,Retained
0,993,Retained
0,878,Retained
0,721,Retained
0,275,Retained
0,536,Retained
0,901,Retained
0,395,Retained
1,518,Attrited
0,948,Retained
0,835,Retained
0,440,Retained
0,645,Retained
0,916,Retained
1,998,Attrited
0,630,Retained
0,554,Retained
0,895,Retained
0,760,Retained
0,643,Retained
0,422,Retained
1,934,Attrited
0,415,Retained
0,672,Retained
0,843,Retained
0,843,Retained
1,782,Attrited
0,251,Retained
0,940,Retained
0,464,Retained
0,723,Retained
0,775,Retained
0,765,Retained
1,795,Attrited
0,504,Retained
1,595,Attrited
0,268,Retained
1,787,Attrited
0,235,Retained
0,968,Retained
0,434,Retained
0,972,Retained
0,730,Retained
0,948,Retained
0,697,Retained
0,415,Retained
1,783,Attrited
0,603,Retained
0,651,Retained
0,580,Retained
0,327,Retained
0,789,Retained
0,427,Retained
0,694,Retained
1,750,Attrited
0,590,Retained
0,796,Retained
0,688,Retained
1,832,Attrited
0,654,Retained
0,674,Retained
0,540,Retained
0,770,Retained
0,784,Retained
0,699,Retained
0,782,Retained
0,863,Retained
0,479,Retained
0,564,Retained
0,634,Retained
1,590,Attrited
0,413,Retained
0,858,Retained
0,370,Retained
0,375,Retained
1,655,Attrited
0,512,Retained
0,995,Retained
0,537,Retained
0,302,Retained
1,336,Attrited
1,312,Attrited
0,555,Retained
0,417,Retained
0,353,Retained
0,869,Retained
0,742,Retained
0,349,Retained
0,793,Retained
0,783,Retained
0,253,Retained
0,629,Retained
0,301,Retained
0,920,Retained
0,302,Retained
1,683,Attrited
0,908,Retained
0,398,Retained
0,587,Retained
0,602,Retained
0,643,Retained
0,709,Retained
1,549,Attrited
0,995,Retained
1,579,Attrited
1,370,Attrited
0,560,Retained
0,584,Retained
0,972,Retained
0,281,Retained
0,406,Retained
1,230,Attrited
0,288,Retained
0,652,Retained
0,740,Retained
0,808,Retained
1,866,Attrited
0,723,Retained
0,219,Retained
0,916,Retained
1,765,Attrited
1,773,Attrited
1,973,Attrited
1,846,Attrited
0,341,Retained
1,415,Attrited
0,407,Retained
0,219,Retained
1,918,Attrited
0,921,Retained
0,681,Retained
0,782,Retained
0,953,Retained
1,873,Attrited
0,791,Retained
0,624,Retained
0,308,Retained
0,729,Retained
1,944,Attrited
0,586,Retained
0,769,Retained
0,674,Retained
0,925,Retained
0,587,Retained
1,315,Attrited
0,964,Retained
0,306,Retained
1,604,Attrited
0,667,Retained
0,539,Retained
0,883,Retained
0,569,Retained
1,423,Attrited
0,565,Retained
0,445,Retained
0,289,Retained
0,267,Retained
1,324,Attrited
0,917,Retained
0,689,Retained
0,854,Retained
0,790,Retained
0,548,Retained
1,256,Attrited
1,770,Attrited
0,309,Retained
0,483,Retained
1,285,Attrited
0,893,Retained
0,734,Retained
0,874,Retained
0,863,Retained
0,702,Retained
1,433,Attrited
1,431,Attrited
0,239,Retained
0,252,Retained
0,233,Retained
0,647,Retained
0,593,Retained
0,556,Retained
0,389,Retained
0,378,Retained
0,253,Retained
0,313,Retained
0,881,Retained
0,348,Retained
0,802,Retained
0,238,Retained
0,348,Retained
0,779,Retained
0,559,Retained
1,396,Attrited
0,775,Retained
0,992,Retained
1,713,Attrited
0,792,Retained
0,240,Retained
0,266,Retained
0,910,Retained
0,300,Retained
0,347,Retained
0,629,Retained
1,351,Attrited
0,644,Retained
0,555,Retained
0,786,Retained
0,843,Retained
1,760,Attrited
0,827,Retained
0,974,Retained
0,835,Retained
0,831,Retained
0,882,Retained
1,947,Attrited
0,327,Retained
0,685,Retained
1,548,Attrited
0,240,Retained
0,855,Retained
0,743,Retained
0,773,Retained
0,352,Retained
0,433,Retained
1,364,Attrited
1,509,Attrited
1,272,Attrited
1,231,Attrited
0,436,Retained
1,833,Attrited
0,649,Retained
0,707,Retained
0,706,Retained
0,578,Retained
0,469,Retained
1,499,Attrited
0,301,Retained
1,290,Attrited
0,241,Retained
0,737,Retained
0,514,Retained
0,855,Retained
0,814,Retained
0,322,Retained
0,283,Retained
0,387,Retained
0,487,Retained
0,608,Retained
1,490,Attrited
0,705,Retained
0,950,Retained
0,374,Retained
1,614,Attrited
1,226,Attrited
0,824,Retained
0,987,Retained
1,709,Attrited
0,456,Retained
0,644,Retained
0,371,Retained
0,466,Retained
1,813,Attrited
0,320,Retained
0,783,Retained
0,632,Retained
0,858,Retained
0,413,Retained
0,307,Retained
0,807,Retained
0,765,Retained
0,606,Retained
0,902,Retained
0,900,Retained
1,402,Attrited
0,252,Retained
0,775,Retained
0,415,Retained
1,265,Attrited
0,503,Retained
0,893,Retained
0,727,Retained
0,676,Retained
0,929,Retained
0,684,Retained
0,319,Retained
0,343,Retained
0,271,Retained
0,233,Retained
1,302,Attrited
1,538,Attrited
0,493,Retained
0,686,Retained
0,307,Retained
0,936,Retained
0,228,Retained
0,562,Retained
0,241,Retained
0,460,Retained
1,235,Attrited
0,397,Retained
0,332,Retained
0,587,Retained
0,459,Retained
0,868,Retained
0,501,Retained
0,992,Retained
0,454,Retained
0,967,Retained
0,940,Retained
0,548,Retained
0,306,Retained
0,843,Retained
0,427,Retained
1,792,Attrited
0,325,Retained
1,287,Attrited
1,457,Attrited
0,633,Retained
0,773,Retained
0,866,Retained
0,632,Retained
1,907,Attrited
0,280,Retained
0,361,Retained
1,334,Attrited
0,804,Retained
0,339,Retained
0,242,Retained
1,549,Attrited
0,471,Retained
0,819,Retained
0,882,Retained
0,699,Retained
0,660,Retained
0,412,Retained
0,219,Retained
0,316,Retained
0,296,Retained
0,232,Retained
0,814,Retained
0,511,Retained
0,917,Retained
0,661,Retained
0,638,Retained
1,994,Attrited
1,666,Attrited
1,346,Attrited
0,819,Retained
0,255,Retained
0,794,Retained
0,460,Retained
0,319,Retained
0,932,Retained
0,781,Retained
1,912,Attrited
1,815,Attrited
0,295,Retained
1,411,Attrited
0,925,Retained
1,862,Attrited
1,306,Attrited
0,223,Retained
0,576,Retained
0,743,Retained
0,321,Retained
0,701,Retained
0,597,Retained
1,772,Attrited
1,440,Attrited
0,466,Retained
0,862,Retained
0,366,Retained
0,598,Retained
1,467,Attrited
0,709,Retained
0,705,Retained
0,434,Retained
0,799,Retained
0,645,Retained
0,567,Retained
0,916,Retained
0,593,Retained
0,953,Retained
0,972,Retained
0,826,Retained
0,973,Retained
0,818,Retained
1,440,Attrited
1,559,Attrited
0,294,Retained
0,811,Retained
0,723,Retained
0,545,Retained
0,569,Retained
0,415,Retained
0,295,Retained
0,650,Retained
0,603,Retained
0,818,Retained
1,416,Attrited
0,802,Retained
0,633,Retained
1,663,Attrited
0,759,Retained
0,747,Retained
1,995,Attrited
0,538,Retained
0,385,Retained
0,975,Retained
0,899,Retained
1,938,Attrited
1,481,Attrited
0,908,Retained
1,696,Attrited
0,332,Retained
0,236,Retained
1,857,Attrited
0,565,Retained
1,438,Attrited
0,966,Retained
1,273,Attrited
0,834,Retained
0,962,Retained
0,237,Retained
1,442,Attrited
0,970,Retained
0,827,Retained
0,437,Retained
0,289,Retained
0,617,Retained
1,785,Attrited
0,895,Retained
0,279,Retained
0,873,Retained
0,520,Retained
0,762,Retained
0,911,Retained
0,830,Retained
0,662,Retained
0,447,Retained
0,816,Retained
0,340,Retained
0,338,Retained
1,929,Attrited
0,295,Retained
1,661,Attrited
0,655,Retained
0,423,Retained
1,974,Attrited
1,253,Attrited
1,752,Attrited
0,815,Retained
0,340,Retained
0,615,Retained
0,288,Retained
0,660,Retained
0,868,Retained
0,739,Retained
0,896,Retained
0,844,Retained
0,939,Retained
0,691,Retained
0,983,Retained
0,326,Retained
0,547,Retained
0,640,Retained
0,664,Retained
0,945,Retained
0,596,Retained
0,279,Retained
1,377,Attrited
0,830,Retained
0,470,Retained
0,829,Retained
0,476,Retained
0,757,Retained
1,331,Attrited
0,627,Retained
0,977,Retained
0,900,Retained
0,462,Retained
0,636,Retained
1,226,Attrited
0,323,Retained
0,892,Retained
0,367,Retained
0,731,Retained
0,444,Retained
0,666,Retained
0,385,Retained
0,976,Retained
0,828,Retained
0,533,Retained
0,537,Retained
0,951,Retained
0,810,Retained
0,444,Retained
0,310,Retained
0,255,Retained
0,824,Retained
0,363,Retained
0,785,Retained
0,845,Retained
0,922,Retained
0,895,Retained
0,504,Retained
0,400,Retained
1,404,Attrited
0,453,Retained
0,580,Retained
0,366,Retained
0,350,Retained
0,687,Retained
0,449,Retained
0,671,Retained
0,447,Retained
0,471,Retained
0,891,Retained
1,727,Attrited
0,995,Retained
0,643,Retained
0,520,Retained
0,456,Retained
0,883,Retained
0,596,Retained
0,239,Retained
0,649,Retained
0,829,Retained
0,536,Retained
0,437,Retained
0,836,Retained
0,540,Retained
0,325,Retained
1,571,Attrited
0,474,Retained
0,710,Retained
0,912,Retained
0,491,Retained
0,419,Retained
0,927,Retained
0,689,Retained
0,847,Retained
0,304,Retained
0,403,Retained
0,570,Retained
0,546,Retained
0,503,Retained
0,503,Retained
0,825,Retained
0,637,Retained
0,529,Retained
1,311,Attrited
1,393,Attrited
1,304,Attrited
0,368,Retained
0,676,Retained
1,697,Attrited
0,467,Retained
1,617,Attrited
0,550,Retained
0,940,Retained
0,550,Retained
1,272,Attrited
0,347,Retained
0,259,Retained
0,935,Retained
1,251,Attrited
0,310,Retained
0,802,Retained
0,817,Retained
0,914,Retained
0,495,Retained
0,268,Retained
1,300,Attrited
0,352,Retained
1,407,Attrited
1,961,Attrited
0,442,Retained
1,445,Attrited
0,576,Retained
0,304,Retained
0,967,Retained
0,898,Retained
1,734,Attrited
1,304,Attrited
1,828,Attrited
0,294,Retained
0,479,Retained
0,913,Retained
0,748,Retained
0,484,Retained
0,278,Retained
1,266,Attrited
0,561,Retained
0,466,Retained
0,540,Retained
0,430,Retained
0,280,Retained
0,484,Retained
1,398,Attrited
1,428,Attrited
0,799,Retained
0,689,Retained
0,768,Retained
0,730,Retained
1,324,Attrited
0,313,Retained
0,944,Retained
0,772,Retained
0,594,Retained
0,832,Retained
0,261,Retained
0,710,Retained
0,469,Retained
0,252,Retained
1,899,Attrited
0,964,Retained
0,837,Retained
0,932,Retained
0,859,Retained
0,942,Retained
0,315,Retained
0,936,Retained
1,272,Attrited
1,847,Attrited
0,590,Retained
0,382,Retained
0,1000,Retained
1,346,Attrited
0,668,Retained
0,634,Retained
1,749,Attrited
0,296,Retained
0,658,Retained
0,680,Retained
0,380,Retained
0,620,Retained
0,822,Retained
0,419,Retained
0,677,Retained
0,877,Retained
0,893,Retained
1,676,Attrited
0,435,Retained
0,782,Retained
0,886,Retained
0,872,Retained
0,577,Retained
1,528,Attrited
0,780,Retained
1,317,Attrited
0,670,Retained
1,869,Attrited
0,973,Retained
0,519,Retained
0,219,Retained
0,504,Retained
0,488,Retained
0,894,Retained
