,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
8533,8534,15808557,706,France,Male,34,8,0.0,2,1,1,37479.97,0,0,1,DIAMOND,798
8534,8535,15614687,671,France,Female,31,6,0.0,2,1,1,15846.42,0,0,1,GOLD,508
8535,8536,15626882,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1,1,1,SILVER,507
8536,8537,15748034,646,France,Female,43,8,143061.88,1,1,0,61937.6,0,0,5,DIAMOND,320
8537,8538,15632324,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0,0,3,SILVER,557
8538,8539,15761023,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,0,3,PLATINUM,935
8539,8540,15761453,620,Germany,Female,25,1,137712.01,1,1,1,76197.05,0,0,5,GOLD,631
8540,8541,15646726,484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0,0,2,PLATINUM,396
8541,8542,15637169,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,0,1,DIAMOND,364
8542,8543,15636024,688,Germany,Female,40,8,150679.71,2,0,1,196226.38,0,0,4,GOLD,645
8543,8544,15801218,680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1,1,3,DIAMOND,860
8544,8545,15642655,689,France,Female,46,7,52016.08,2,1,1,72993.65,0,0,3,DIAMOND,384
8545,8546,15690130,513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0,0,1,GOLD,452
8546,8547,15653753,553,Germany,Male,35,2,158584.28,2,1,0,43640.16,0,0,1,GOLD,241
8547,8548,15641359,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0,0,3,PLATINUM,810
8548,8549,15776827,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0,0,1,PLATINUM,465
8549,8550,15647725,731,France,Male,37,8,0.0,2,1,1,170338.35,0,0,1,DIAMOND,856
8550,8551,15648455,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,1,2,GOLD,268
8551,8552,15580629,507,Spain,Male,32,7,0.0,2,1,0,67926.18,0,0,5,SILVER,506
8552,8553,15730161,468,France,Female,22,1,76318.64,1,1,1,194783.12,0,0,5,GOLD,819
8553,8554,15626612,682,Spain,Female,58,4,0.0,1,1,0,176036.01,0,0,2,SILVER,495
8554,8555,15662865,603,France,Female,24,3,0.0,1,1,1,198826.03,1,1,5,SILVER,652
8555,8556,15629094,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0,0,4,GOLD,963
8556,8557,15651823,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0,0,2,DIAMOND,799
8557,8558,15594827,729,France,Female,32,7,38550.06,1,0,1,179230.23,0,0,4,DIAMOND,302
8558,8559,15786392,574,France,Female,39,5,119013.86,1,1,0,103421.91,0,0,4,DIAMOND,904
8559,8560,15727353,677,Germany,Female,39,0,111213.64,2,1,1,147578.26,0,0,5,SILVER,667
8560,8561,15733777,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0,0,2,DIAMOND,621
8561,8562,15614302,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0,0,4,GOLD,283
8562,8563,15723263,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,1,5,DIAMOND,505
8563,8564,15687270,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,1,4,SILVER,478
8564,8565,15803121,519,France,Male,48,10,71083.98,1,1,0,137959.0,0,0,2,SILVER,824
8565,8566,15598700,632,France,Female,40,9,139625.34,1,1,0,93702.96,1,1,5,DIAMOND,709
8566,8567,15741875,679,France,Female,39,4,0.0,1,0,0,172939.3,1,1,5,GOLD,966
8567,8568,15631709,699,France,Male,30,9,0.0,1,1,1,108162.13,0,0,4,DIAMOND,239
8568,8569,15672970,615,France,Male,64,0,81564.1,2,0,1,35896.09,0,0,3,SILVER,586
8569,8570,15761670,622,Spain,Male,36,9,0.0,2,1,1,104852.6,0,0,3,DIAMOND,331
8570,8571,15706005,755,France,Female,28,7,124540.28,1,0,1,188850.89,0,0,3,GOLD,691
8571,8572,15790336,767,France,Female,42,2,133616.39,1,1,0,28615.8,0,0,5,PLATINUM,584
8572,8573,15754267,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0,0,1,PLATINUM,296
8573,8574,15791988,633,France,Female,26,8,124281.84,1,1,1,60116.57,0,0,3,DIAMOND,663
8574,8575,15683375,717,France,Female,59,4,0.0,2,1,1,170528.63,0,0,1,DIAMOND,359
8575,8576,15625151,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0,0,3,DIAMOND,957
8576,8577,15635285,751,France,Female,37,9,183613.66,2,0,0,49734.94,0,0,3,SILVER,563
8577,8578,15574296,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,1,4,SILVER,413
8578,8579,15711618,495,France,Male,47,10,137682.68,1,1,0,71071.47,0,0,5,SILVER,908
8579,8580,15670943,650,France,Male,34,4,106005.54,1,0,1,142995.32,0,0,4,PLATINUM,387
8580,8581,15634359,529,France,Female,31,6,152310.55,1,1,0,13054.25,0,0,1,PLATINUM,691
8581,8582,15586629,585,France,Female,43,2,0.0,2,1,0,89402.54,0,0,4,GOLD,705
8582,8583,15588461,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0,0,4,PLATINUM,503
8583,8584,15773221,591,France,Female,38,2,142289.28,1,0,1,119638.85,0,0,5,PLATINUM,392
8584,8585,15664227,731,France,Male,19,6,0.0,2,1,1,151581.79,0,0,4,PLATINUM,457
8585,8586,15741745,754,France,Female,45,6,0.0,1,1,0,73881.68,1,1,2,SILVER,560
8586,8587,15652626,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,0,3,GOLD,880
8587,8588,15599410,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0,0,2,PLATINUM,306
8588,8589,15571958,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0,0,3,SILVER,983
8589,8590,15785406,691,France,Female,34,7,0.0,2,0,1,161559.12,0,0,5,PLATINUM,591
8590,8591,15687884,771,France,Female,41,10,108309.0,4,1,1,137510.41,1,1,2,SILVER,759
8591,8592,15621685,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,0,4,GOLD,965
8592,8593,15628886,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0,0,1,GOLD,238
8593,8594,15699325,610,Germany,Male,36,7,115462.02,1,0,1,42581.04,0,0,5,GOLD,295
8594,8595,15578369,722,Spain,Male,37,9,0.0,2,1,0,31921.95,0,0,4,GOLD,379
8595,8596,15654156,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,1,5,GOLD,546
8596,8597,15707199,709,France,Female,32,2,0.0,2,0,0,109681.29,0,0,5,DIAMOND,891
8597,8598,15671630,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1,1,5,GOLD,559
8598,8599,15632079,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0,0,1,GOLD,502
8599,8600,15767921,633,France,Male,35,3,0.0,2,1,1,36249.76,0,0,2,GOLD,376
8600,8601,15573599,710,France,Male,43,9,128284.45,1,1,0,32996.89,1,1,5,PLATINUM,538
8601,8602,15747208,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0,5,GOLD,938
8602,8603,15582762,656,France,Male,63,8,0.0,2,0,1,57014.43,0,0,5,DIAMOND,742
8603,8604,15772528,551,France,Female,59,2,166968.28,1,1,0,159483.76,1,1,4,SILVER,654
8604,8605,15755798,786,Spain,Female,39,7,0.0,2,0,0,100929.59,0,0,3,SILVER,958
8605,8606,15788683,561,France,Female,49,8,0.0,2,1,1,12513.07,0,0,1,SILVER,517
8606,8607,15616922,807,Spain,Male,42,5,0.0,2,1,1,74900.9,0,0,2,DIAMOND,791
8607,8608,15771855,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,0,3,DIAMOND,280
8608,8609,15601873,727,Germany,Female,31,3,82729.47,2,1,0,60212.51,0,0,4,DIAMOND,303
8609,8610,15657868,678,France,Male,40,1,0.0,2,1,1,187343.4,0,0,3,PLATINUM,505
8610,8611,15711716,730,France,Male,23,8,0.0,2,1,0,183284.53,0,0,3,SILVER,537
8611,8612,15734246,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0,0,1,DIAMOND,951
8612,8613,15792151,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0,0,5,PLATINUM,813
8613,8614,15770159,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0,0,4,PLATINUM,383
8614,8615,15747649,797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,0,2,GOLD,848
8615,8616,15639357,658,France,Female,39,4,0.0,1,1,1,147530.06,0,0,3,GOLD,745
8616,8617,15738907,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0,0,3,GOLD,563
8617,8618,15663446,641,France,Male,37,6,0.0,2,1,0,45309.24,0,0,5,DIAMOND,940
8618,8619,15750867,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0,0,2,GOLD,239
8619,8620,15715939,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0,0,3,PLATINUM,371
8620,8621,15763806,768,France,Female,40,8,0.0,2,0,1,69080.46,0,0,5,GOLD,334
8621,8622,15637993,568,France,Male,33,7,0.0,2,1,0,143450.61,0,0,1,PLATINUM,392
8622,8623,15720338,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,0,0,4,PLATINUM,329
8623,8624,15627162,430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0,0,2,SILVER,393
8624,8625,15596710,745,Germany,Male,35,4,98270.34,1,1,0,133617.43,0,0,5,DIAMOND,271
8625,8626,15781678,747,France,Male,43,1,130788.71,1,0,1,101495.0,1,1,4,PLATINUM,292
8626,8627,15634968,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1,1,5,SILVER,267
8627,8628,15609475,639,France,Female,42,4,0.0,2,0,0,167682.37,0,0,2,GOLD,968
8628,8629,15573319,704,France,Male,44,3,0.0,2,0,1,152884.85,0,0,5,DIAMOND,323
8629,8630,15738291,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0,0,5,PLATINUM,710
8630,8631,15782456,706,Germany,Female,44,2,185932.18,2,1,0,65413.41,0,0,5,GOLD,536
8631,8632,15794841,632,Germany,Male,30,2,72549.0,2,0,1,182728.8,0,0,3,DIAMOND,845
8632,8633,15684696,751,France,Male,42,4,0.0,2,1,1,81442.6,0,0,2,DIAMOND,997
8633,8634,15629846,767,France,Female,35,2,0.0,2,0,0,144251.38,0,0,4,PLATINUM,348
8634,8635,15674442,741,France,Male,39,5,0.0,1,0,1,40207.06,0,0,1,SILVER,933
8635,8636,15571689,651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1,1,1,GOLD,499
8636,8637,15730469,601,France,Male,46,2,99786.07,1,1,1,32683.88,1,1,1,SILVER,284
8637,8638,15809320,520,France,Male,34,3,0.0,2,1,1,104703.96,0,0,5,DIAMOND,867
8638,8639,15684367,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0,0,3,GOLD,258
8639,8640,15793049,811,France,Male,30,6,0.0,2,1,1,180591.32,0,0,2,SILVER,227
8640,8641,15603665,730,France,Female,32,9,127661.69,1,0,0,60905.51,0,0,3,DIAMOND,542
8641,8642,15613623,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1,1,3,PLATINUM,808
8642,8643,15569572,499,Germany,Female,44,6,77627.33,2,1,0,108222.68,0,0,4,PLATINUM,545
8643,8644,15698791,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,0,1,DIAMOND,816
8644,8645,15626233,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0,0,1,DIAMOND,785
8645,8646,15607263,636,France,Female,20,10,124266.86,1,0,0,100566.81,0,0,5,DIAMOND,606
8646,8647,15610900,470,France,Female,25,8,127974.06,2,1,1,183259.35,0,0,3,DIAMOND,360
8647,8648,15624775,444,France,Male,43,3,0.0,2,1,1,159131.21,0,0,4,PLATINUM,979
8648,8649,15691703,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1,1,1,GOLD,994
8649,8650,15745355,850,Germany,Female,30,3,104911.35,2,1,1,42933.26,0,0,3,PLATINUM,334
8650,8651,15724955,637,France,Male,27,1,0.0,2,1,0,91291.2,0,0,4,GOLD,304
8651,8652,15628999,512,France,Male,43,1,0.0,2,1,1,52471.36,0,0,4,GOLD,574
8652,8653,15654341,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0,0,4,GOLD,597
8653,8654,15744240,641,France,Male,57,5,0.0,2,1,1,122449.18,0,0,3,SILVER,720
8654,8655,15632365,586,Germany,Male,42,6,126704.49,2,1,0,41682.3,0,0,4,GOLD,233
8655,8656,15729689,611,France,Male,30,9,0.0,2,1,1,148887.69,0,0,4,GOLD,973
8656,8657,15759284,660,Spain,Male,31,1,84560.04,1,1,1,137784.25,0,0,1,PLATINUM,357
8657,8658,15602124,532,France,Male,43,9,0.0,2,0,0,190573.91,1,1,3,PLATINUM,559
8658,8659,15661903,557,Germany,Female,38,2,129893.56,1,0,0,102076.03,0,0,2,PLATINUM,823
8659,8660,15664668,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,0,5,PLATINUM,452
8660,8661,15736431,535,France,Female,27,6,0.0,2,0,1,49775.58,0,0,3,SILVER,786
8661,8662,15748639,773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0,0,2,DIAMOND,564
8662,8663,15628123,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,1,1,3,DIAMOND,875
8663,8664,15602731,539,France,Male,39,1,0.0,1,1,1,28184.7,0,0,5,PLATINUM,445
8664,8665,15794137,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0,0,3,GOLD,712
8665,8666,15748696,821,France,Female,40,1,0.0,2,1,0,194273.12,0,0,5,SILVER,935
8666,8667,15725068,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0,0,3,SILVER,299
8667,8668,15807340,557,France,Female,46,4,96173.17,2,1,1,116378.31,0,0,5,GOLD,689
8668,8669,15586133,532,Spain,Female,37,5,0.0,2,0,1,6761.84,0,0,5,DIAMOND,527
8669,8670,15576185,540,Spain,Male,39,2,0.0,2,1,0,81995.92,0,0,4,DIAMOND,868
8670,8671,15660809,705,France,Female,55,8,0.0,2,1,1,14392.68,0,0,3,GOLD,761
8671,8672,15616666,542,Germany,Female,35,9,127543.11,2,1,0,468.94,1,1,4,SILVER,732
8672,8673,15706904,706,France,Male,38,1,0.0,2,1,0,122379.54,0,0,1,SILVER,884
8673,8674,15606915,765,France,Female,56,1,0.0,1,1,0,13228.93,1,1,3,PLATINUM,944
8674,8675,15749693,529,France,Male,67,8,103101.56,2,1,1,154002.02,1,1,5,PLATINUM,572
8675,8676,15791743,714,France,Male,54,7,126113.28,1,1,0,112777.38,0,0,3,GOLD,699
8676,8677,15796480,582,France,Male,41,1,40488.76,1,1,0,128528.83,0,0,4,GOLD,734
8677,8678,15790442,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0,0,1,GOLD,988
8678,8679,15609458,518,France,Female,28,9,85146.36,1,0,0,2803.89,0,0,4,SILVER,275
8679,8680,15593897,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1,1,4,DIAMOND,249
8680,8681,15604576,747,France,Male,42,4,80214.36,1,1,0,115241.96,1,1,5,SILVER,387
8681,8682,15666270,565,France,Female,40,2,0.0,2,1,1,129956.13,0,0,3,SILVER,520
8682,8683,15572626,735,France,Male,34,1,141796.43,1,1,0,45858.49,0,0,4,GOLD,602
8683,8684,15727197,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,1,2,GOLD,503
8684,8685,15714006,813,Germany,Male,27,6,111348.15,1,1,0,46422.46,0,0,1,SILVER,822
8685,8686,15642137,772,France,Male,43,6,0.0,2,1,1,57675.88,0,0,5,PLATINUM,807
8686,8687,15665327,606,France,Female,71,8,0.0,2,1,1,169741.96,0,0,4,GOLD,814
8687,8688,15626806,667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0,0,5,DIAMOND,577
8688,8689,15662578,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,1,3,PLATINUM,659
8689,8690,15790829,542,France,Male,67,10,129431.36,1,0,1,21343.74,0,0,5,GOLD,521
8690,8691,15654959,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,0,4,DIAMOND,672
8691,8692,15760244,698,France,Female,39,4,0.0,2,0,1,47455.82,0,0,5,SILVER,639
8692,8693,15715394,850,France,Female,32,8,0.0,2,1,1,55593.8,0,0,2,SILVER,341
8693,8694,15722246,621,France,Female,50,5,0.0,2,1,0,191756.54,1,1,5,DIAMOND,344
8694,8695,15609704,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0,0,1,SILVER,489
8695,8696,15757628,775,France,Male,31,9,0.0,2,1,0,169278.51,0,0,3,SILVER,246
8696,8697,15633586,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0,0,1,PLATINUM,475
8697,8698,15565796,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,0,2,PLATINUM,403
8698,8699,15717935,691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0,0,2,GOLD,368
8699,8700,15577700,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0,0,3,SILVER,697
8700,8701,15747345,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0,0,3,DIAMOND,706
8701,8702,15678317,673,France,Male,37,2,0.0,1,1,1,13624.02,0,0,2,GOLD,307
8702,8703,15698335,541,France,Male,37,9,212314.03,1,0,1,148814.54,0,0,1,DIAMOND,369
8703,8704,15768451,661,France,Female,31,3,136067.82,2,1,0,65567.91,0,0,3,GOLD,796
8704,8705,15753213,784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,0,5,GOLD,985
8705,8706,15769645,742,France,Female,35,2,79126.17,1,1,1,126997.53,0,0,3,DIAMOND,974
8706,8707,15657565,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,1,3,SILVER,987
8707,8708,15620323,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,1,4,PLATINUM,476
8708,8709,15679983,778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0,0,1,PLATINUM,434
8709,8710,15812616,529,France,Male,39,6,102025.08,2,1,0,12351.01,0,0,1,SILVER,540
8710,8711,15601796,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767
8711,8712,15729489,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,0,4,PLATINUM,933
8712,8713,15613216,469,Spain,Male,35,5,0.0,2,1,0,186490.37,0,0,4,SILVER,698
8713,8714,15657937,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0,0,5,PLATINUM,326
8714,8715,15815428,703,France,Female,41,6,109941.51,1,1,0,116267.28,0,0,5,SILVER,500
8715,8716,15640409,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0,0,2,PLATINUM,602
8716,8717,15699492,565,France,Male,38,5,0.0,2,0,1,80630.32,0,0,5,PLATINUM,441
8717,8718,15623536,443,France,Male,44,2,0.0,1,1,0,159165.7,0,0,3,PLATINUM,351
8718,8719,15707551,589,France,Male,37,7,85146.48,2,1,0,86490.09,1,1,2,SILVER,806
8719,8720,15577999,691,France,Female,44,6,134066.1,2,1,1,197572.41,0,0,4,PLATINUM,335
8720,8721,15788775,711,France,Female,28,8,0.0,2,0,0,105159.89,0,0,2,GOLD,459
8721,8722,15758362,775,Spain,Male,27,4,0.0,1,1,1,40807.26,0,0,1,DIAMOND,923
8722,8723,15807961,621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,2,DIAMOND,270
8723,8724,15710978,350,France,Male,51,10,0.0,1,1,1,125823.79,1,1,4,GOLD,383
8724,8725,15703541,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0,0,5,PLATINUM,443
8725,8726,15626474,633,Spain,Male,27,3,0.0,2,1,0,44008.91,0,0,1,SILVER,612
8726,8727,15608344,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,1,2,GOLD,593
8727,8728,15768367,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0,0,2,PLATINUM,645
8728,8729,15806210,434,France,Male,41,4,108128.52,1,0,1,56784.11,0,0,1,PLATINUM,695
8729,8730,15697702,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0,0,4,PLATINUM,593
8730,8731,15689152,764,France,Male,30,5,0.0,2,0,1,105155.66,0,0,3,DIAMOND,876
8731,8732,15568573,727,Spain,Female,41,10,0.0,2,0,1,47468.56,0,0,5,DIAMOND,408
8732,8733,15689598,724,France,Female,29,6,0.0,2,0,1,64729.51,0,0,5,SILVER,957
8733,8734,15713374,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,1,4,GOLD,763
8734,8735,15679733,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1,1,5,DIAMOND,240
8735,8736,15759274,728,France,Male,30,10,114835.43,1,0,1,37662.49,0,0,5,PLATINUM,548
8736,8737,15607748,636,France,Male,44,2,0.0,2,0,0,86414.41,0,0,1,SILVER,663
8737,8738,15607577,634,France,Male,34,3,145030.92,1,1,1,41820.65,0,0,5,DIAMOND,529
8738,8739,15813697,627,France,Male,43,8,71240.3,1,0,1,127734.16,0,0,2,DIAMOND,415
8739,8740,15801125,518,France,Male,59,5,138772.15,1,0,1,123872.0,0,0,4,PLATINUM,968
8740,8741,15777855,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,0,2,PLATINUM,856
8741,8742,15635396,622,Spain,Female,23,8,0.0,2,1,1,131389.39,0,0,3,SILVER,390
8742,8743,15698031,693,Spain,Female,45,4,0.0,2,1,1,26589.56,0,0,5,SILVER,898
8743,8744,15678944,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,0,3,SILVER,547
8744,8745,15718507,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,1,2,PLATINUM,923
8745,8746,15808334,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,0,4,PLATINUM,244
8746,8747,15804709,660,France,Male,34,8,106486.66,2,0,1,182262.66,0,0,5,SILVER,322
8747,8748,15645835,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,0,1,PLATINUM,853
8748,8749,15738166,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1,1,1,PLATINUM,472
8749,8750,15675360,683,France,Male,47,1,0.0,2,1,0,148989.15,0,0,5,PLATINUM,745
8750,8751,15793042,655,France,Female,32,2,0.0,1,1,1,71047.51,0,0,2,DIAMOND,506
8751,8752,15630106,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0,0,3,GOLD,597
8752,8753,15810385,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0,0,3,SILVER,420
8753,8754,15578211,795,France,Male,32,2,117265.21,1,1,1,198317.23,0,0,2,PLATINUM,333
8754,8755,15572792,776,France,Female,43,4,0.0,2,0,1,162137.5,0,0,1,DIAMOND,228
8755,8756,15620030,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,1,1,SILVER,533
8756,8757,15783541,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,1,3,SILVER,637
8757,8758,15679284,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0,0,3,SILVER,985
8758,8759,15582910,663,France,Male,34,10,0.0,1,1,1,114083.73,0,0,3,PLATINUM,664
8759,8760,15688337,748,France,Male,66,8,0.0,1,1,1,163331.65,0,0,4,GOLD,671
8760,8761,15734970,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,0,1,DIAMOND,392
8761,8762,15759140,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,1,3,DIAMOND,350
8762,8763,15643042,350,France,Female,60,3,0.0,1,0,0,113796.15,1,1,1,SILVER,958
8763,8764,15773868,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,1,1,SILVER,708
8764,8765,15615820,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0,0,3,GOLD,345
8765,8766,15730273,675,France,Male,39,1,0.0,2,1,0,153129.22,0,0,1,DIAMOND,791
8766,8767,15724890,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,0,3,PLATINUM,998
8767,8768,15765952,552,France,Male,29,10,0.0,2,1,0,12186.83,0,0,3,DIAMOND,333
8768,8769,15685920,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,1,3,DIAMOND,327
8769,8770,15663263,622,France,Male,31,7,0.0,1,1,0,35408.77,0,0,2,PLATINUM,978
8770,8771,15568953,615,France,Male,59,8,0.0,2,1,1,165576.55,0,0,2,DIAMOND,948
8771,8772,15643361,681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0,0,4,SILVER,675
8772,8773,15699486,768,France,Male,30,6,0.0,2,1,1,199454.37,0,0,2,GOLD,297
8773,8774,15747854,617,Spain,Male,34,9,0.0,2,1,0,118749.58,0,0,1,PLATINUM,561
8774,8775,15691785,452,France,Female,33,6,131698.57,2,1,0,151623.91,0,0,3,GOLD,475
8775,8776,15709004,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,0,4,DIAMOND,539
8776,8777,15652218,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0,0,1,DIAMOND,240
8777,8778,15697127,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,0,1,PLATINUM,872
8778,8779,15658486,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,0,5,GOLD,425
8779,8780,15694160,701,France,Female,34,3,105588.66,1,0,1,74694.41,0,0,4,SILVER,316
8780,8781,15685290,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,1,5,PLATINUM,753
8781,8782,15701042,438,France,Male,60,7,78391.17,1,0,1,49424.6,0,0,4,GOLD,262
8782,8783,15680449,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0,0,2,SILVER,292
8783,8784,15599860,782,France,Male,34,9,0.0,1,1,0,183021.06,1,1,2,GOLD,441
8784,8785,15723169,638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,1,2,GOLD,527
8785,8786,15803842,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0,0,4,SILVER,859
8786,8787,15728224,741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0,0,3,SILVER,812
8787,8788,15644174,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,0,1,PLATINUM,623
8788,8789,15707110,743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0,0,2,DIAMOND,273
8789,8790,15765415,493,France,Female,36,2,0.0,2,0,1,99770.3,0,0,2,PLATINUM,229
8790,8791,15756751,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,0,2,DIAMOND,244
8791,8792,15795151,725,France,Female,25,9,0.0,2,1,1,168607.74,0,0,2,SILVER,922
8792,8793,15632859,497,France,Male,34,2,0.0,2,1,1,83087.13,0,0,5,DIAMOND,502
8793,8794,15584037,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,0,4,GOLD,458
8794,8795,15621409,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,1,2,DIAMOND,243
8795,8796,15581102,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1,1,2,PLATINUM,431
8796,8797,15578096,720,France,Male,33,2,0.0,2,0,1,141031.08,0,0,2,GOLD,633
8797,8798,15669887,797,France,Male,45,8,0.0,1,0,0,125110.02,0,0,2,DIAMOND,456
8798,8799,15621834,543,Spain,Male,23,5,0.0,2,1,0,117832.39,0,0,2,PLATINUM,710
8799,8800,15655341,454,France,Male,34,4,0.0,2,1,0,198817.72,0,0,2,PLATINUM,731
8800,8801,15685314,691,France,Male,37,9,149405.18,1,1,1,146411.6,0,0,5,DIAMOND,562
8801,8802,15653997,510,France,Female,52,6,191665.21,1,1,1,131312.56,1,1,4,SILVER,297
